Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
2018-08-28-CT-day2-05percent-no-auto-expose_B5_03_1_1_Bright_Field_001.jpg,776,55751,71.844,5.039,255,31.280,11.105,8.137,88.817
2018-08-28-CT-day2-05percent-no-auto-expose_B5_04_1_1_Bright_Field_001.jpg,737,55058,74.706,4.976,255,32.005,11.313,8.312,89.504
2018-08-28-CT-day2-05percent-no-auto-expose_B6_01_1_1_Bright_Field_001.jpg,289,23380,80.900,2.113,255,33.311,11.640,8.704,102.810
2018-08-28-CT-day2-05percent-no-auto-expose_B6_02_1_1_Bright_Field_001.jpg,301,24051,79.904,2.174,255,32.697,11.630,8.647,89.232
2018-08-28-CT-day2-05percent-no-auto-expose_B6_03_1_1_Bright_Field_001.jpg,307,25047,81.586,2.264,255,33.294,11.614,8.787,98.666
2018-08-28-CT-day2-05percent-no-auto-expose_B6_04_1_1_Bright_Field_001.jpg,291,22843,78.498,2.064,255,32.608,11.561,8.537,90.538
2018-08-28-CT-day2-05percent-no-auto-expose_B7_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_B7_02_1_1_Bright_Field_001.jpg,54,4050,75.000,0.366,255,31.863,11.258,8.307,86.974
2018-08-28-CT-day2-05percent-no-auto-expose_B7_03_1_1_Bright_Field_001.jpg,60,4384,73.067,0.396,255,31.551,11.289,8.134,88.361
2018-08-28-CT-day2-05percent-no-auto-expose_B7_04_1_1_Bright_Field_001.jpg,56,3997,71.375,0.361,255,30.972,11.008,8.169,93.558
2018-08-28-CT-day2-05percent-no-auto-expose_C2_01_1_1_Bright_Field_001.jpg,355,26702,75.217,2.413,255,32.443,11.332,8.338,96.182
2018-08-28-CT-day2-05percent-no-auto-expose_C2_02_1_1_Bright_Field_001.jpg,399,28809,72.203,2.604,255,31.085,11.158,8.164,85.431
2018-08-28-CT-day2-05percent-no-auto-expose_C2_03_1_1_Bright_Field_001.jpg,321,22880,71.277,2.068,255,31.024,11.151,8.050,88.244
2018-08-28-CT-day2-05percent-no-auto-expose_C2_04_1_1_Bright_Field_001.jpg,370,26114,70.578,2.360,255,30.876,11.138,7.958,94.366
2018-08-28-CT-day2-05percent-no-auto-expose_C3_01_1_1_Bright_Field_001.jpg,646,49621,76.813,4.485,255,33.176,11.343,8.471,92.679
2018-08-28-CT-day2-05percent-no-auto-expose_C3_02_1_1_Bright_Field_001.jpg,731,53968,73.828,4.877,255,31.401,11.248,8.276,90.929
2018-08-28-CT-day2-05percent-no-auto-expose_C3_03_1_1_Bright_Field_001.jpg,725,52119,71.888,4.710,255,31.305,11.131,8.099,87.691
2018-08-28-CT-day2-05percent-no-auto-expose_C3_04_1_1_Bright_Field_001.jpg,844,60842,72.088,5.499,255,31.242,11.135,8.149,98.949
2018-08-28-CT-day2-05percent-no-auto-expose_C4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C4_02_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C4_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C4_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C5_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C5_02_1_1_Bright_Field_001.jpg,3,227,75.667,0.021,255,32.547,10.988,8.782,111.299
2018-08-28-CT-day2-05percent-no-auto-expose_C5_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C5_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_C6_01_1_1_Bright_Field_001.jpg,654,49420,75.566,4.466,255,32.753,11.273,8.398,92.542
2018-08-28-CT-day2-05percent-no-auto-expose_C6_02_1_1_Bright_Field_001.jpg,724,54737,75.604,4.947,255,31.962,11.434,8.327,95.721
2018-08-28-CT-day2-05percent-no-auto-expose_C6_03_1_1_Bright_Field_001.jpg,683,47452,69.476,4.288,255,30.745,11.004,7.937,93.953
2018-08-28-CT-day2-05percent-no-auto-expose_C6_04_1_1_Bright_Field_001.jpg,771,55556,72.057,5.021,255,31.335,11.251,8.058,101.262
2018-08-28-CT-day2-05percent-no-auto-expose_C7_01_1_1_Bright_Field_001.jpg,159,14199,89.302,1.283,255,35.776,12.065,9.231,89.095
2018-08-28-CT-day2-05percent-no-auto-expose_C7_02_1_1_Bright_Field_001.jpg,186,14788,79.505,1.336,255,32.509,11.649,8.580,94.761
2018-08-28-CT-day2-05percent-no-auto-expose_C7_03_1_1_Bright_Field_001.jpg,165,12725,77.121,1.150,255,32.152,11.308,8.485,90.805
2018-08-28-CT-day2-05percent-no-auto-expose_C7_04_1_1_Bright_Field_001.jpg,211,16438,77.905,1.486,255,32.346,11.348,8.588,93.983
2018-08-28-CT-day2-05percent-no-auto-expose_D2_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D2_02_1_1_Bright_Field_001.jpg,10,693,69.300,0.063,255,30.702,10.952,7.894,108.188
2018-08-28-CT-day2-05percent-no-auto-expose_D2_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D2_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D3_01_1_1_Bright_Field_001.jpg,312,22633,72.542,2.045,255,32.058,11.203,8.130,93.733
2018-08-28-CT-day2-05percent-no-auto-expose_D3_02_1_1_Bright_Field_001.jpg,330,23589,71.482,2.132,255,30.943,11.193,8.025,90.919
2018-08-28-CT-day2-05percent-no-auto-expose_D3_03_1_1_Bright_Field_001.jpg,299,20723,69.308,1.873,255,30.670,10.988,7.943,93.941
2018-08-28-CT-day2-05percent-no-auto-expose_D3_04_1_1_Bright_Field_001.jpg,330,24303,73.645,2.196,255,31.751,11.285,8.179,91.830
2018-08-28-CT-day2-05percent-no-auto-expose_D4_01_1_1_Bright_Field_001.jpg,183,14350,78.415,1.297,255,33.043,11.689,8.401,99.491
2018-08-28-CT-day2-05percent-no-auto-expose_D4_02_1_1_Bright_Field_001.jpg,214,16994,79.411,1.536,255,32.621,11.638,8.546,87.471
2018-08-28-CT-day2-05percent-no-auto-expose_D4_03_1_1_Bright_Field_001.jpg,185,14814,80.076,1.339,255,32.785,11.526,8.690,88.551
2018-08-28-CT-day2-05percent-no-auto-expose_D4_04_1_1_Bright_Field_001.jpg,225,18096,80.427,1.635,255,32.907,11.613,8.652,91.302
2018-08-28-CT-day2-05percent-no-auto-expose_D5_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D5_02_1_1_Bright_Field_001.jpg,2,105,52.500,0.009,255,26.263,9.738,6.844,57.449
2018-08-28-CT-day2-05percent-no-auto-expose_D5_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D5_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D6_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D6_02_1_1_Bright_Field_001.jpg,39,2789,71.513,0.252,255,30.627,11.009,8.095,105.037
2018-08-28-CT-day2-05percent-no-auto-expose_D6_03_1_1_Bright_Field_001.jpg,29,2327,80.241,0.210,255,32.709,11.734,8.476,90.764
2018-08-28-CT-day2-05percent-no-auto-expose_D6_04_1_1_Bright_Field_001.jpg,33,2513,76.152,0.227,255,31.731,11.000,8.580,98.301
2018-08-28-CT-day2-05percent-no-auto-expose_D7_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D7_02_1_1_Bright_Field_001.jpg,6,438,73.000,0.040,255,31.466,11.550,8.003,134.249
2018-08-28-CT-day2-05percent-no-auto-expose_D7_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_D7_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E2_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E2_02_1_1_Bright_Field_001.jpg,95,7240,76.211,0.654,255,31.681,11.283,8.414,93.890
2018-08-28-CT-day2-05percent-no-auto-expose_E2_03_1_1_Bright_Field_001.jpg,101,7638,75.624,0.690,255,31.878,11.410,8.327,91.601
2018-08-28-CT-day2-05percent-no-auto-expose_E2_04_1_1_Bright_Field_001.jpg,98,7358,75.082,0.665,255,31.759,11.412,8.262,96.226
2018-08-28-CT-day2-05percent-no-auto-expose_E3_01_1_1_Bright_Field_001.jpg,1,34,34.000,0.003,255,28.042,7.253,5.969,69.929
2018-08-28-CT-day2-05percent-no-auto-expose_E3_02_1_1_Bright_Field_001.jpg,35,2656,75.886,0.240,255,31.653,11.386,8.289,97.461
2018-08-28-CT-day2-05percent-no-auto-expose_E3_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E3_04_1_1_Bright_Field_001.jpg,37,3338,90.216,0.302,255,33.903,11.924,8.778,93.911
2018-08-28-CT-day2-05percent-no-auto-expose_E4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E4_02_1_1_Bright_Field_001.jpg,1,25,25.000,0.002,255,24.971,8.599,3.702,29.246
2018-08-28-CT-day2-05percent-no-auto-expose_E4_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E4_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E5_01_1_1_Bright_Field_001.jpg,163,13338,81.828,1.205,255,34.069,11.622,8.752,92.546
2018-08-28-CT-day2-05percent-no-auto-expose_E5_02_1_1_Bright_Field_001.jpg,189,15601,82.545,1.410,255,33.083,11.667,8.932,92.633
2018-08-28-CT-day2-05percent-no-auto-expose_E5_03_1_1_Bright_Field_001.jpg,171,13574,79.380,1.227,255,32.585,11.592,8.573,84.974
2018-08-28-CT-day2-05percent-no-auto-expose_E5_04_1_1_Bright_Field_001.jpg,198,15513,78.348,1.402,255,32.570,11.502,8.577,98.015
2018-08-28-CT-day2-05percent-no-auto-expose_E6_01_1_1_Bright_Field_001.jpg,1,29,29.000,0.003,255,24.971,7.623,4.844,59.611
2018-08-28-CT-day2-05percent-no-auto-expose_E6_02_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E6_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E6_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E7_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E7_02_1_1_Bright_Field_001.jpg,17,1408,82.824,0.127,255,33.302,12.013,8.561,103.010
2018-08-28-CT-day2-05percent-no-auto-expose_E7_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-05percent-no-auto-expose_E7_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B2_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B2_02_1_1_Bright_Field_001.jpg,9,582,64.667,0.053,255,28.975,9.714,8.024,67.438
2018-08-28-CT-day2-100percent-no-auto-expose_B2_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B2_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B3_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B3_02_1_1_Bright_Field_001.jpg,39,2773,71.103,0.251,255,31.042,10.381,8.508,78.247
2018-08-28-CT-day2-100percent-no-auto-expose_B3_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B3_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B4_02_1_1_Bright_Field_001.jpg,8,345,43.125,0.031,255,28.213,7.979,6.109,102.790
2018-08-28-CT-day2-100percent-no-auto-expose_B4_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B4_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B5_01_1_1_Bright_Field_001.jpg,858,55153,64.281,4.984,255,31.004,10.392,7.514,88.352
2018-08-28-CT-day2-100percent-no-auto-expose_B5_02_1_1_Bright_Field_001.jpg,1127,67099,59.538,6.064,255,29.328,10.163,7.227,91.778
2018-08-28-CT-day2-100percent-no-auto-expose_B5_03_1_1_Bright_Field_001.jpg,902,53786,59.630,4.861,255,29.362,10.103,7.202,91.873
2018-08-28-CT-day2-100percent-no-auto-expose_B5_04_1_1_Bright_Field_001.jpg,892,53824,60.341,4.864,255,29.944,10.118,7.290,91.082
2018-08-28-CT-day2-100percent-no-auto-expose_B6_01_1_1_Bright_Field_001.jpg,881,51728,58.715,4.675,255,29.628,10.234,7.019,94.621
2018-08-28-CT-day2-100percent-no-auto-expose_B6_02_1_1_Bright_Field_001.jpg,976,55289,56.649,4.997,255,28.246,10.110,6.971,94.779
2018-08-28-CT-day2-100percent-no-auto-expose_B6_03_1_1_Bright_Field_001.jpg,883,49569,56.137,4.480,255,28.526,10.036,6.903,94.524
2018-08-28-CT-day2-100percent-no-auto-expose_B6_04_1_1_Bright_Field_001.jpg,812,46269,56.982,4.182,255,28.360,10.037,7.014,92.570
2018-08-28-CT-day2-100percent-no-auto-expose_B7_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B7_02_1_1_Bright_Field_001.jpg,39,2749,70.487,0.248,255,32.081,10.838,8.129,91.623
2018-08-28-CT-day2-100percent-no-auto-expose_B7_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_B7_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C2_01_1_1_Bright_Field_001.jpg,773,50158,64.887,4.533,255,31.138,10.586,7.477,88.622
2018-08-28-CT-day2-100percent-no-auto-expose_C2_02_1_1_Bright_Field_001.jpg,864,53869,62.348,4.868,255,29.813,10.417,7.440,87.514
2018-08-28-CT-day2-100percent-no-auto-expose_C2_03_1_1_Bright_Field_001.jpg,753,45984,61.068,4.156,255,29.714,10.333,7.278,92.455
2018-08-28-CT-day2-100percent-no-auto-expose_C2_04_1_1_Bright_Field_001.jpg,796,49433,62.102,4.468,255,29.875,10.340,7.460,92.127
2018-08-28-CT-day2-100percent-no-auto-expose_C3_01_1_1_Bright_Field_001.jpg,779,52547,67.454,4.749,255,31.529,10.514,7.734,90.562
2018-08-28-CT-day2-100percent-no-auto-expose_C3_02_1_1_Bright_Field_001.jpg,1052,65139,61.919,5.887,255,29.790,10.290,7.410,91.659
2018-08-28-CT-day2-100percent-no-auto-expose_C3_03_1_1_Bright_Field_001.jpg,947,59761,63.106,5.401,255,30.359,10.330,7.410,91.091
2018-08-28-CT-day2-100percent-no-auto-expose_C3_04_1_1_Bright_Field_001.jpg,1076,65766,61.121,5.944,255,29.806,10.118,7.413,87.352
2018-08-28-CT-day2-100percent-no-auto-expose_C4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C4_02_1_1_Bright_Field_001.jpg,1,28,28.000,0.003,255,19.556,6.359,5.606,169.387
2018-08-28-CT-day2-100percent-no-auto-expose_C4_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C4_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C5_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C5_02_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C5_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C5_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_C6_01_1_1_Bright_Field_001.jpg,1123,68018,60.568,6.147,255,29.769,10.217,7.235,88.163
2018-08-28-CT-day2-100percent-no-auto-expose_C6_02_1_1_Bright_Field_001.jpg,1451,84633,58.327,7.649,255,28.817,10.068,7.149,93.282
2018-08-28-CT-day2-100percent-no-auto-expose_C6_03_1_1_Bright_Field_001.jpg,1199,69270,57.773,6.260,255,28.861,9.949,7.130,93.487
2018-08-28-CT-day2-100percent-no-auto-expose_C6_04_1_1_Bright_Field_001.jpg,1326,77910,58.756,7.041,255,28.802,10.023,7.177,92.951
2018-08-28-CT-day2-100percent-no-auto-expose_C7_01_1_1_Bright_Field_001.jpg,242,15863,65.550,1.434,255,31.048,10.711,7.559,98.382
2018-08-28-CT-day2-100percent-no-auto-expose_C7_02_1_1_Bright_Field_001.jpg,359,22567,62.861,2.040,255,30.051,10.523,7.459,95.098
2018-08-28-CT-day2-100percent-no-auto-expose_C7_03_1_1_Bright_Field_001.jpg,314,19452,61.949,1.758,255,30.288,10.386,7.411,99.989
2018-08-28-CT-day2-100percent-no-auto-expose_C7_04_1_1_Bright_Field_001.jpg,371,22863,61.625,2.066,255,30.063,10.386,7.348,88.786
2018-08-28-CT-day2-100percent-no-auto-expose_D2_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D2_02_1_1_Bright_Field_001.jpg,1,73,73.000,0.007,255,32.627,10.985,8.461,109.284
2018-08-28-CT-day2-100percent-no-auto-expose_D2_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D2_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D3_01_1_1_Bright_Field_001.jpg,642,41722,64.988,3.771,255,30.875,10.563,7.506,95.061
2018-08-28-CT-day2-100percent-no-auto-expose_D3_02_1_1_Bright_Field_001.jpg,892,53187,59.627,4.807,255,28.821,10.246,7.231,92.119
2018-08-28-CT-day2-100percent-no-auto-expose_D3_03_1_1_Bright_Field_001.jpg,865,49707,57.465,4.492,255,28.890,10.065,7.081,93.597
2018-08-28-CT-day2-100percent-no-auto-expose_D3_04_1_1_Bright_Field_001.jpg,925,55809,60.334,5.044,255,29.322,10.235,7.270,91.465
2018-08-28-CT-day2-100percent-no-auto-expose_D4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D4_02_1_1_Bright_Field_001.jpg,202,13666,67.653,1.235,255,31.021,10.519,8.082,95.448
2018-08-28-CT-day2-100percent-no-auto-expose_D4_03_1_1_Bright_Field_001.jpg,199,12740,64.020,1.151,255,30.615,10.345,7.775,93.338
2018-08-28-CT-day2-100percent-no-auto-expose_D4_04_1_1_Bright_Field_001.jpg,240,15978,66.575,1.444,255,31.009,10.422,7.953,89.846
2018-08-28-CT-day2-100percent-no-auto-expose_D5_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D5_02_1_1_Bright_Field_001.jpg,12,770,64.167,0.070,255,30.632,10.365,7.758,86.327
2018-08-28-CT-day2-100percent-no-auto-expose_D5_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D5_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D6_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D6_02_1_1_Bright_Field_001.jpg,28,1967,70.250,0.178,255,31.262,10.180,8.645,108.944
2018-08-28-CT-day2-100percent-no-auto-expose_D6_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D6_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D7_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D7_02_1_1_Bright_Field_001.jpg,1,36,36.000,0.003,255,23.556,8.068,5.681,64.414
2018-08-28-CT-day2-100percent-no-auto-expose_D7_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_D7_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E2_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E2_02_1_1_Bright_Field_001.jpg,51,3712,72.784,0.335,255,32.022,10.523,8.674,83.571
2018-08-28-CT-day2-100percent-no-auto-expose_E2_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E2_04_1_1_Bright_Field_001.jpg,68,4960,72.941,0.448,255,32.552,10.693,8.585,87.117
2018-08-28-CT-day2-100percent-no-auto-expose_E3_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E3_02_1_1_Bright_Field_001.jpg,33,2178,66.000,0.197,255,29.770,9.999,8.130,77.020
2018-08-28-CT-day2-100percent-no-auto-expose_E3_03_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E3_04_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
2018-08-28-CT-day2-100percent-no-auto-expose_E4_01_1_1_Bright_Field_001.jpg,0,0,NaN,0.000,NaN,NaN,NaN,NaN,NaN
